t,Pi_x,Pi_y,Pi_z,omega_x,omega_y,omega_z, x, y, z, P_x, P_y, P_z, v_x, v_y, v_z, SO3_err
16.6,-19.15,-42,1.50873,-0.638334,-0.5,0.0502909,6.99889e+06,124493,0,-27005.7,1.49976e+06,0,-135.029,7498.8,0,3.85618e-15
16.7,-19.2081,-42,-0.220243,-0.64027,-0.5,-0.00734145,6.99888e+06,125243,0,-27168.4,1.49976e+06,0,-135.842,7498.78,0,3.92013e-15
16.8,-19.1104,-42,-1.94743,-0.637013,-0.5,-0.0649142,6.99887e+06,125993,0,-27331.1,1.49975e+06,0,-136.655,7498.77,0,3.89698e-15
16.9,-18.8577,-42,-3.65881,-0.62859,-0.5,-0.12196,6.99885e+06,126743,0,-27493.7,1.49975e+06,0,-137.469,7498.76,0,3.92508e-15
17,-18.452,-42,-5.34053,-0.615068,-0.5,-0.178018,6.99884e+06,127493,0,-27656.4,1.49975e+06,0,-138.282,7498.74,0,3.79032e-15
17.1,-17.8967,-42,-6.97892,-0.596558,-0.5,-0.232631,6.99882e+06,128243,0,-27819.1,1.49975e+06,0,-139.095,7498.73,0,3.83409e-15
17.2,-17.1963,-42,-8.56072,-0.57321,-0.5,-0.285357,6.99881e+06,128993,0,-27981.7,1.49974e+06,0,-139.909,7498.71,0,4.13733e-15
17.3,-16.3564,-42,-10.0731,-0.545213,-0.5,-0.33577,6.9988e+06,129743,0,-28144.4,1.49974e+06,0,-140.722,7498.7,0,4.05992e-15
17.4,-15.3838,-42,-11.5038,-0.512794,-0.5,-0.383459,6.99878e+06,130492,0,-28307.1,1.49974e+06,0,-141.535,7498.68,0,4.01416e-15
17.5,-14.2865,-42,-12.8411,-0.476216,-0.5,-0.428038,6.99877e+06,131242,0,-28469.7,1.49973e+06,0,-142.349,7498.67,0,3.65862e-15
17.6,-13.0733,-42,-14.0744,-0.435775,-0.5,-0.469145,6.99875e+06,131992,0,-28632.4,1.49973e+06,0,-143.162,7498.65,0,3.82631e-15
17.7,-11.754,-42,-15.1934,-0.391801,-0.5,-0.506448,6.99874e+06,132742,0,-28795.1,1.49973e+06,0,-143.975,7498.63,0,3.74856e-15
17.8,-10.3395,-42,-16.1893,-0.344649,-0.5,-0.539643,6.99873e+06,133492,0,-28957.7,1.49972e+06,0,-144.789,7498.62,0,4.06806e-15
17.9,-8.84104,-42,-17.0538,-0.294701,-0.5,-0.568461,6.99871e+06,134242,0,-29120.4,1.49972e+06,0,-145.602,7498.6,0,3.95592e-15
18,-7.27091,-42,-17.7801,-0.242364,-0.5,-0.592669,6.9987e+06,134992,0,-29283.1,1.49972e+06,0,-146.415,7498.59,0,3.81177e-15
18.1,-5.64182,-42,-18.3621,-0.188061,-0.5,-0.612071,6.99868e+06,135742,0,-29445.7,1.49971e+06,0,-147.229,7498.57,0,3.68888e-15
18.2,-3.96696,-42,-18.7952,-0.132232,-0.5,-0.626508,6.99867e+06,136491,0,-29608.4,1.49971e+06,0,-148.042,7498.56,0,3.66731e-15
18.3,-2.25994,-42,-19.0759,-0.0753313,-0.5,-0.635864,6.99865e+06,137241,0,-29771.1,1.49971e+06,0,-148.855,7498.54,0,3.88439e-15
18.4,-0.534585,-42,-19.2019,-0.0178195,-0.5,-0.640063,6.99864e+06,137991,0,-29933.7,1.4997e+06,0,-149.669,7498.52,0,3.73949e-15
18.5,1.1951,-42,-19.1721,0.0398368,-0.5,-0.639071,6.99862e+06,138741,0,-30096.4,1.4997e+06,0,-150.482,7498.51,0,3.62144e-15
18.6,2.9151,-42,-18.9869,0.0971701,-0.5,-0.632895,6.99861e+06,139491,0,-30259,1.4997e+06,0,-151.295,7498.49,0,3.47643e-15
18.7,4.61146,-42,-18.6476,0.153715,-0.5,-0.621587,6.99859e+06,140241,0,-30421.7,1.4997e+06,0,-152.109,7498.48,0,3.64941e-15
18.8,6.27041,-42,-18.1571,0.209014,-0.5,-0.605238,6.99858e+06,140991,0,-30584.4,1.49969e+06,0,-152.922,7498.46,0,3.78617e-15
18.9,7.87851,-42,-17.5194,0.262617,-0.5,-0.583979,6.99856e+06,141740,0,-30747,1.49969e+06,0,-153.735,7498.44,0,3.79024e-15
19,9.42271,-42,-16.7395,0.31409,-0.5,-0.557985,6.99855e+06,142490,0,-30909.7,1.49969e+06,0,-154.548,7498.43,0,3.53576e-15
19.1,10.8905,-42,-15.8239,0.363016,-0.5,-0.527465,6.99853e+06,143240,0,-31072.3,1.49968e+06,0,-155.362,7498.41,0,3.53728e-15
19.2,12.2699,-42,-14.78,0.408998,-0.5,-0.492667,6.99852e+06,143990,0,-31235,1.49968e+06,0,-156.175,7498.39,0,3.42627e-15
19.3,13.5499,-42,-13.6162,0.451663,-0.5,-0.453873,6.9985e+06,144740,0,-31397.7,1.49968e+06,0,-156.988,7498.38,0,3.6055e-15
19.4,14.7199,-42,-12.3419,0.490664,-0.5,-0.411398,6.99849e+06,145490,0,-31560.3,1.49967e+06,0,-157.802,7498.36,0,3.60229e-15
19.5,15.7706,-42,-10.9676,0.525687,-0.5,-0.365587,6.99847e+06,146239,0,-31723,1.49967e+06,0,-158.615,7498.34,0,3.37394e-15
19.6,16.6934,-42,-9.5043,0.556445,-0.5,-0.31681,6.99845e+06,146989,0,-31885.6,1.49967e+06,0,-159.428,7498.33,0,3.16558e-15
19.7,17.4807,-42,-7.96393,0.582691,-0.5,-0.265464,6.99844e+06,147739,0,-32048.3,1.49966e+06,0,-160.241,7498.31,0,3.35092e-15
19.8,18.1263,-42,-6.35896,0.604211,-0.5,-0.211965,6.99842e+06,148489,0,-32211,1.49966e+06,0,-161.055,7498.29,0,3.22759e-15
19.9,18.6249,-42,-4.70242,0.62083,-0.5,-0.156747,6.99841e+06,149239,0,-32373.6,1.49965e+06,0,-161.868,7498.27,0,3.15053e-15
20,18.9724,-42,-3.00774,0.632415,-0.5,-0.100258,6.99839e+06,149989,0,-32536.3,1.49965e+06,0,-162.681,7498.26,0,3.20261e-15
20.1,19.1661,-42,-1.28866,0.63887,-0.5,-0.0429554,6.99837e+06,150738,0,-32698.9,1.49965e+06,0,-163.495,7498.24,0,3.26032e-15
20.2,19.2043,-42,0.440863,0.640144,-0.5,0.0146954,6.99836e+06,151488,0,-32861.6,1.49964e+06,0,-164.308,7498.22,0,3.41794e-15
20.3,19.0868,-42,2.16681,0.636226,-0.5,0.072227,6.99834e+06,152238,0,-33024.2,1.49964e+06,0,-165.121,7498.2,0,3.70894e-15
20.4,18.8144,-42,3.87519,0.627148,-0.5,0.129173,6.99832e+06,152988,0,-33186.9,1.49964e+06,0,-165.934,7498.19,0,3.70293e-15
20.5,18.3895,-42,5.55213,0.612983,-0.5,0.185071,6.99831e+06,153738,0,-33349.5,1.49963e+06,0,-166.748,7498.17,0,3.46346e-15
20.6,17.8154,-42,7.18405,0.593848,-0.5,0.239468,6.99829e+06,154487,0,-33512.2,1.49963e+06,0,-167.561,7498.15,0,3.71734e-15
20.7,17.0969,-42,8.75769,0.569895,-0.5,0.291923,6.99827e+06,155237,0,-33674.9,1.49963e+06,0,-168.374,7498.13,0,3.48717e-15
20.8,16.2396,-42,10.2603,0.541321,-0.5,0.34201,6.99826e+06,155987,0,-33837.5,1.49962e+06,0,-169.188,7498.11,0,3.76832e-15
20.9,15.2507,-42,11.6797,0.508357,-0.5,0.389324,6.99824e+06,156737,0,-34000.2,1.49962e+06,0,-170.001,7498.1,0,4.21725e-15
21,14.1381,-42,13.0044,0.471269,-0.5,0.43348,6.99822e+06,157487,0,-34162.8,1.49962e+06,0,-170.814,7498.08,0,3.89153e-15
21.1,12.9108,-42,14.2236,0.430359,-0.5,0.47412,6.99821e+06,158237,0,-34325.5,1.49961e+06,0,-171.627,7498.06,0,4.03374e-15
21.2,11.5788,-42,15.3275,0.385959,-0.5,0.510915,6.99819e+06,158986,0,-34488.1,1.49961e+06,0,-172.441,7498.04,0,3.89751e-15
21.3,10.1529,-42,16.307,0.338429,-0.5,0.543566,6.99817e+06,159736,0,-34650.8,1.4996e+06,0,-173.254,7498.02,0,3.90181e-15
21.4,8.64462,-42,17.1543,0.288154,-0.5,0.571809,6.99815e+06,160486,0,-34813.4,1.4996e+06,0,-174.067,7498,0,4.09515e-15
21.5,7.06625,-42,17.8624,0.235542,-0.5,0.595414,6.99814e+06,161236,0,-34976.1,1.4996e+06,0,-174.88,7497.99,0,3.93143e-15
21.6,5.43058,-42,18.4257,0.181019,-0.5,0.61419,6.99812e+06,161986,0,-35138.7,1.49959e+06,0,-175.694,7497.97,0,4.07541e-15
21.7,3.75086,-42,18.8396,0.125029,-0.5,0.627985,6.9981e+06,162735,0,-35301.4,1.49959e+06,0,-176.507,7497.95,0,3.8097e-15
21.8,2.04072,-42,19.1006,0.0680241,-0.5,0.636687,6.99808e+06,163485,0,-35464,1.49959e+06,0,-177.32,7497.93,0,3.89286e-15
21.9,0.314034,-42,19.2067,0.0104678,-0.5,0.640225,6.99807e+06,164235,0,-35626.7,1.49958e+06,0,-178.133,7497.91,0,3.79455e-15
22,-1.4152,-42,19.1571,-0.0471734,-0.5,0.63857,6.99805e+06,164985,0,-35789.3,1.49958e+06,0,-178.947,7497.89,0,3.83631e-15
22.1,-3.13296,-42,18.9521,-0.104432,-0.5,0.631737,6.99803e+06,165735,0,-35952,1.49957e+06,0,-179.76,7497.87,0,3.64946e-15
22.2,-4.82531,-42,18.5934,-0.160844,-0.5,0.61978,6.99801e+06,166484,0,-36114.6,1.49957e+06,0,-180.573,7497.85,0,3.85812e-15
22.3,-6.47852,-42,18.0839,-0.215951,-0.5,0.602796,6.998e+06,167234,0,-36277.3,1.49957e+06,0,-181.386,7497.83,0,3.81682e-15
22.4,-8.0792,-42,17.4277,-0.269307,-0.5,0.580923,6.99798e+06,167984,0,-36439.9,1.49956e+06,0,-182.2,7497.81,0,3.91874e-15
22.5,-9.61434,-42,16.6302,-0.320478,-0.5,0.554339,6.99796e+06,168734,0,-36602.6,1.49956e+06,0,-183.013,7497.79,0,3.9716e-15
22.6,-11.0715,-42,15.6978,-0.36905,-0.5,0.523259,6.99794e+06,169483,0,-36765.2,1.49955e+06,0,-183.826,7497.77,0,4.03388e-15
22.7,-12.4389,-42,14.6381,-0.41463,-0.5,0.487935,6.99792e+06,170233,0,-36927.9,1.49955e+06,0,-184.639,7497.75,0,4.1407e-15
22.8,-13.7054,-42,13.4596,-0.456846,-0.5,0.448654,6.9979e+06,170983,0,-37090.5,1.49955e+06,0,-185.453,7497.73,0,4.23725e-15
22.9,-14.8607,-42,12.172,-0.495357,-0.5,0.405734,6.99789e+06,171733,0,-37253.2,1.49954e+06,0,-186.266,7497.71,0,4.36566e-15
23,-15.8955,-42,10.7857,-0.529851,-0.5,0.359524,6.99787e+06,172483,0,-37415.8,1.49954e+06,0,-187.079,7497.69,0,4.42769e-15
23.1,-16.8014,-42,9.31192,-0.560047,-0.5,0.310397,6.99785e+06,173232,0,-37578.4,1.49953e+06,0,-187.892,7497.67,0,4.35541e-15
23.2,-17.571,-42,7.76261,-0.585702,-0.5,0.258754,6.99783e+06,173982,0,-37741.1,1.49953e+06,0,-188.705,7497.65,0,4.3646e-15
23.3,-18.1982,-42,6.15033,-0.606606,-0.5,0.205011,6.99781e+06,174732,0,-37903.7,1.49953e+06,0,-189.519,7497.63,0,4.68535e-15
23.4,-18.6777,-42,4.48818,-0.62259,-0.5,0.149606,6.99779e+06,175482,0,-38066.4,1.49952e+06,0,-190.332,7497.61,0,4.63177e-15
23.5,-19.0057,-42,2.78962,-0.633524,-0.5,0.0929873,6.99777e+06,176231,0,-38229,1.49952e+06,0,-191.145,7497.59,0,4.70045e-15
23.6,-19.1796,-42,1.06844,-0.639321,-0.5,0.0356146,6.99775e+06,176981,0,-38391.7,1.49951e+06,0,-191.958,7497.57,0,4.85223e-15
23.7,-19.198,-42,-0.661412,-0.639933,-0.5,-0.0220471,6.99773e+06,177731,0,-38554.3,1.49951e+06,0,-192.772,7497.55,0,4.5487e-15
23.8,-19.0606,-42,-2.3859,-0.635354,-0.5,-0.0795299,6.99772e+06,178481,0,-38716.9,1.49951e+06,0,-193.585,7497.53,0,4.36337e-15
23.9,-18.7687,-42,-4.09103,-0.625623,-0.5,-0.136368,6.9977e+06,179230,0,-38879.6,1.4995e+06,0,-194.398,7497.51,0,4.42878e-15
24,-18.3245,-42,-5.76299,-0.610817,-0.5,-0.1921,6.99768e+06,179980,0,-39042.2,1.4995e+06,0,-195.211,7497.49,0,4.19578e-15
24.1,-17.7317,-42,-7.3882,-0.591058,-0.5,-0.246273,6.99766e+06,180730,0,-39204.9,1.49949e+06,0,-196.024,7497.47,0,4.32938e-15
24.2,-16.9951,-42,-8.9535,-0.566505,-0.5,-0.29845,6.99764e+06,181480,0,-39367.5,1.49949e+06,0,-196.838,7497.45,0,4.38276e-15
24.3,-16.1207,-42,-10.4462,-0.537357,-0.5,-0.348206,6.99762e+06,182229,0,-39530.1,1.49949e+06,0,-197.651,7497.43,0,4.29069e-15
24.4,-15.1155,-42,-11.8541,-0.503851,-0.5,-0.395138,6.9976e+06,182979,0,-39692.8,1.49948e+06,0,-198.464,7497.41,0,4.2333e-15
24.5,-13.9878,-42,-13.1659,-0.466259,-0.5,-0.438865,6.99758e+06,183729,0,-39855.4,1.49948e+06,0,-199.277,7497.38,0,4.16461e-15
24.6,-12.7466,-42,-14.371,-0.424885,-0.5,-0.479033,6.99756e+06,184479,0,-40018.1,1.49947e+06,0,-200.09,7497.36,0,4.12011e-15
24.7,-11.402,-42,-15.4595,-0.380066,-0.5,-0.515315,6.99754e+06,185228,0,-40180.7,1.49947e+06,0,-200.903,7497.34,0,4.1176e-15
24.8,-9.96491,-42,-16.4226,-0.332164,-0.5,-0.547419,6.99752e+06,185978,0,-40343.3,1.49946e+06,0,-201.717,7497.32,0,3.9521e-15
24.9,-8.44703,-42,-17.2525,-0.281568,-0.5,-0.575082,6.9975e+06,186728,0,-40506,1.49946e+06,0,-202.53,7497.3,0,4.03318e-15
25,-6.86064,-42,-17.9424,-0.228688,-0.5,-0.598081,6.99748e+06,187478,0,-40668.6,1.49946e+06,0,-203.343,7497.28,0,4.08413e-15
25.1,-5.2186,-42,-18.4869,-0.173953,-0.5,-0.61623,6.99746e+06,188227,0,-40831.2,1.49945e+06,0,-204.156,7497.25,0,4.37528e-15
25.2,-3.53425,-42,-18.8814,-0.117808,-0.5,-0.629381,6.99744e+06,188977,0,-40993.9,1.49945e+06,0,-204.969,7497.23,0,4.37892e-15
25.3,-1.82123,-42,-19.1228,-0.0607075,-0.5,-0.637427,6.99742e+06,189727,0,-41156.5,1.49944e+06,0,-205.783,7497.21,0,4.31798e-15
25.4,-0.0934345,-42,-19.2091,-0.00311448,-0.5,-0.640304,6.9974e+06,190476,0,-41319.1,1.49944e+06,0,-206.596,7497.19,0,4.20519e-15
25.5,1.63511,-42,-19.1396,0.0545038,-0.5,-0.637987,6.99738e+06,191226,0,-41481.8,1.49943e+06,0,-207.409,7497.17,0,4.35971e-15
25.6,3.3504,-42,-18.9149,0.11168,-0.5,-0.630496,6.99736e+06,191976,0,-41644.4,1.49943e+06,0,-208.222,7497.14,0,4.29299e-15
25.7,5.03852,-42,-18.5368,0.167951,-0.5,-0.617892,6.99733e+06,192726,0,-41807,1.49942e+06,0,-209.035,7497.12,0,3.87741e-15
25.8,6.68577,-42,-18.0083,0.222859,-0.5,-0.600276,6.99731e+06,193475,0,-41969.7,1.49942e+06,0,-209.848,7497.1,0,3.84096e-15
25.9,8.2788,-42,-17.3338,0.27596,-0.5,-0.577792,6.99729e+06,194225,0,-42132.3,1.49942e+06,0,-210.662,7497.08,0,3.98841e-15
26,9.80468,-42,-16.5186,0.326823,-0.5,-0.550622,6.99727e+06,194975,0,-42294.9,1.49941e+06,0,-211.475,7497.05,0,3.96745e-15
26.1,11.251,-42,-15.5696,0.375035,-0.5,-0.518986,6.99725e+06,195724,0,-42457.6,1.49941e+06,0,-212.288,7497.03,0,3.96681e-15
26.2,12.6062,-42,-14.4942,0.420205,-0.5,-0.48314,6.99723e+06,196474,0,-42620.2,1.4994e+06,0,-213.101,7497.01,0,4.00854e-15
26.3,13.859,-42,-13.3013,0.461968,-0.5,-0.443377,6.99721e+06,197224,0,-42782.8,1.4994e+06,0,-213.914,7496.99,0,4.26678e-15
26.4,14.9995,-42,-12.0005,0.499984,-0.5,-0.400017,6.99719e+06,197974,0,-42945.5,1.49939e+06,0,-214.727,7496.96,0,4.34692e-15
26.5,16.0183,-42,-10.6024,0.533944,-0.5,-0.353414,6.99717e+06,198723,0,-43108.1,1.49939e+06,0,-215.54,7496.94,0,4.58043e-15
26.6,16.9072,-42,-9.11831,0.563575,-0.5,-0.303944,6.99714e+06,199473,0,-43270.7,1.49938e+06,0,-216.354,7496.92,0,4.67366e-15
26.7,17.659,-42,-7.56026,0.588634,-0.5,-0.252009,6.99712e+06,200223,0,-43433.4,1.49938e+06,0,-217.167,7496.89,0,4.73702e-15
26.8,18.2676,-42,-5.94089,0.60892,-0.5,-0.19803,6.9971e+06,200972,0,-43596,1.49937e+06,0,-217.98,7496.87,0,4.74888e-15
26.9,18.728,-42,-4.27333,0.624266,-0.5,-0.142444,6.99708e+06,201722,0,-43758.6,1.49937e+06,0,-218.793,7496.85,0,4.72799e-15
27,19.0365,-42,-2.57112,0.63455,-0.5,-0.085704,6.99706e+06,202472,0,-43921.2,1.49936e+06,0,-219.606,7496.82,0,4.53365e-15
27.1,19.1906,-42,-0.848056,0.639688,-0.5,-0.0282685,6.99704e+06,203221,0,-44083.9,1.49936e+06,0,-220.419,7496.8,0,4.66619e-15
27.2,19.1891,-42,0.881887,0.639637,-0.5,0.0293962,6.99701e+06,203971,0,-44246.5,1.49936e+06,0,-221.232,7496.78,0,4.76402e-15
27.3,19.032,-42,2.60468,0.634399,-0.5,0.0868226,6.99699e+06,204721,0,-44409.1,1.49935e+06,0,-222.046,7496.75,0,5.04682e-15
27.4,18.7205,-42,4.30635,0.624015,-0.5,0.143545,6.99697e+06,205470,0,-44571.7,1.49935e+06,0,-222.859,7496.73,0,4.76249e-15
27.5,18.2571,-42,5.97309,0.60857,-0.5,0.199103,6.99695e+06,206220,0,-44734.4,1.49934e+06,0,-223.672,7496.7,0,4.87962e-15
27.6,17.6457,-42,7.59138,0.58819,-0.5,0.253046,6.99692e+06,206970,0,-44897,1.49934e+06,0,-224.485,7496.68,0,5.04083e-15
27.7,16.8912,-42,9.14811,0.563039,-0.5,0.304937,6.9969e+06,207719,0,-45059.6,1.49933e+06,0,-225.298,7496.66,0,5.08889e-15
27.8,15.9997,-42,10.6306,0.533322,-0.5,0.354355,6.99688e+06,208469,0,-45222.2,1.49933e+06,0,-226.111,7496.63,0,5.32039e-15
27.9,14.9784,-42,12.027,0.499279,-0.5,0.400899,6.99686e+06,209219,0,-45384.9,1.49932e+06,0,-226.924,7496.61,0,5.47791e-15
28,13.8356,-42,13.3257,0.461187,-0.5,0.444191,6.99683e+06,209968,0,-45547.5,1.49932e+06,0,-227.737,7496.58,0,5.64538e-15
28.1,12.5807,-42,14.5164,0.419355,-0.5,0.483881,6.99681e+06,210718,0,-45710.1,1.49931e+06,0,-228.55,7496.56,0,5.82708e-15
28.2,11.2236,-42,15.5894,0.374122,-0.5,0.519647,6.99679e+06,211468,0,-45872.7,1.49931e+06,0,-229.364,7496.53,0,6.00766e-15
28.3,9.77561,-42,16.5359,0.325854,-0.5,0.551198,6.99677e+06,212217,0,-46035.3,1.4993e+06,0,-230.177,7496.51,0,6.02673e-15
28.4,8.2483,-42,17.3484,0.274943,-0.5,0.578279,6.99674e+06,212967,0,-46198,1.4993e+06,0,-230.99,7496.49,0,6.14737e-15
28.5,6.65409,-42,18.0201,0.221803,-0.5,0.600669,6.99672e+06,213717,0,-46360.6,1.49929e+06,0,-231.803,7496.46,0,5.97339e-15
28.6,5.00591,-42,18.5456,0.166864,-0.5,0.618188,6.9967e+06,214466,0,-46523.2,1.49929e+06,0,-232.616,7496.44,0,5.84258e-15
28.7,3.31713,-42,18.9208,0.110571,-0.5,0.630693,6.99667e+06,215216,0,-46685.8,1.49928e+06,0,-233.429,7496.41,0,6.06548e-15
28.8,1.60145,-42,19.1425,0.0533817,-0.5,0.638083,6.99665e+06,215966,0,-46848.4,1.49928e+06,0,-234.242,7496.39,0,5.87744e-15
28.9,-0.127216,-42,19.2089,-0.00424055,-0.5,0.640298,6.99663e+06,216715,0,-47011,1.49927e+06,0,-235.055,7496.36,0,5.78706e-15
29,-1.85485,-42,19.1196,-0.0618284,-0.5,0.63732,6.9966e+06,217465,0,-47173.7,1.49927e+06,0,-235.868,7496.34,0,6.05708e-15
29.1,-3.56744,-42,18.8752,-0.118915,-0.5,0.629173,6.99658e+06,218215,0,-47336.3,1.49926e+06,0,-236.681,7496.31,0,5.825e-15
29.2,-5.2511,-42,18.4777,-0.175037,-0.5,0.615923,6.99656e+06,218964,0,-47498.9,1.49926e+06,0,-237.494,7496.28,0,5.67169e-15
29.3,-6.89217,-42,17.9303,-0.229739,-0.5,0.597678,6.99653e+06,219714,0,-47661.5,1.49925e+06,0,-238.308,7496.26,0,5.94734e-15
29.4,-8.47734,-42,17.2376,-0.282578,-0.5,0.574585,6.99651e+06,220463,0,-47824.1,1.49925e+06,0,-239.121,7496.23,0,5.44722e-15
29.5,-9.99376,-42,16.405,-0.333125,-0.5,0.546833,6.99648e+06,221213,0,-47986.7,1.49924e+06,0,-239.934,7496.21,0,5.46468e-15
29.6,-11.4291,-42,15.4393,-0.380971,-0.5,0.514645,6.99646e+06,221963,0,-48149.3,1.49924e+06,0,-240.747,7496.18,0,5.34641e-15
29.7,-12.7718,-42,14.3485,-0.425726,-0.5,0.478283,6.99644e+06,222712,0,-48312,1.49923e+06,0,-241.56,7496.16,0,5.34892e-15
29.8,-14.0109,-42,13.1413,-0.467029,-0.5,0.438043,6.99641e+06,223462,0,-48474.6,1.49923e+06,0,-242.373,7496.13,0,5.3459e-15
29.9,-15.1363,-42,11.8275,-0.504544,-0.5,0.394249,6.99639e+06,224212,0,-48637.2,1.49922e+06,0,-243.186,7496.1,0,5.47345e-15
30,-16.139,-42,10.4177,-0.537967,-0.5,0.347258,6.99636e+06,224961,0,-48799.8,1.49922e+06,0,-243.999,7496.08,0,5.1988e-15
30.1,-17.0108,-42,8.92353,-0.567027,-0.5,0.297451,6.99634e+06,225711,0,-48962.4,1.49921e+06,0,-244.812,7496.05,0,4.93784e-15
30.2,-17.7447,-42,7.35694,-0.591489,-0.5,0.245231,6.99632e+06,226460,0,-49125,1.49921e+06,0,-245.625,7496.03,0,4.55952e-15
30.3,-18.3346,-42,5.73068,-0.611153,-0.5,0.191023,6.99629e+06,227210,0,-49287.6,1.4992e+06,0,-246.438,7496,0,4.95653e-15
30.4,-18.7758,-42,4.05795,-0.62586,-0.5,0.135265,6.99627e+06,227960,0,-49450.2,1.49919e+06,0,-247.251,7495.97,0,4.91595e-15
30.5,-19.0647,-42,2.3523,-0.635492,-0.5,0.07841,6.99624e+06,228709,0,-49612.8,1.49919e+06,0,-248.064,7495.95,0,4.83186e-15
30.6,-19.1991,-42,0.627575,-0.639969,-0.5,0.0209192,6.99622e+06,229459,0,-49775.5,1.49918e+06,0,-248.877,7495.92,0,4.8317e-15
30.7,-19.1777,-42,-1.10224,-0.639256,-0.5,-0.0367413,6.99619e+06,230208,0,-49938.1,1.49918e+06,0,-249.69,7495.89,0,4.76103e-15
30.8,-19.0008,-42,-2.82311,-0.633359,-0.5,-0.0941038,6.99617e+06,230958,0,-50100.7,1.49917e+06,0,-250.503,7495.87,0,4.77525e-15
30.9,-18.6697,-42,-4.52109,-0.622324,-0.5,-0.150703,6.99614e+06,231708,0,-50263.3,1.49917e+06,0,-251.316,7495.84,0,4.78878e-15
31,-18.1873,-42,-6.1824,-0.606243,-0.5,-0.20608,6.99612e+06,232457,0,-50425.9,1.49916e+06,0,-252.129,7495.81,0,4.69718e-15
31.1,-17.5573,-42,-7.79357,-0.585244,-0.5,-0.259786,6.99609e+06,233207,0,-50588.5,1.49916e+06,0,-252.942,7495.79,0,4.38292e-15
31.2,-16.785,-42,-9.34153,-0.559499,-0.5,-0.311384,6.99607e+06,233956,0,-50751.1,1.49915e+06,0,-253.755,7495.76,0,4.34426e-15
31.3,-15.8765,-42,-10.8137,-0.529216,-0.5,-0.360458,6.99604e+06,234706,0,-50913.7,1.49915e+06,0,-254.568,7495.73,0,4.5509e-15
31.4,-14.8392,-42,-12.1982,-0.494642,-0.5,-0.406607,6.99602e+06,235455,0,-51076.3,1.49914e+06,0,-255.381,7495.7,0,4.32079e-15
31.5,-13.6816,-42,-13.4838,-0.456055,-0.5,-0.449459,6.99599e+06,236205,0,-51238.9,1.49914e+06,0,-256.194,7495.68,0,4.31579e-15
31.6,-12.4131,-42,-14.66,-0.413769,-0.5,-0.488666,6.99596e+06,236955,0,-51401.5,1.49913e+06,0,-257.007,7495.65,0,4.26195e-15
31.7,-11.0438,-42,-15.7173,-0.368128,-0.5,-0.52391,6.99594e+06,237704,0,-51564.1,1.49912e+06,0,-257.82,7495.62,0,4.48663e-15
31.8,-9.58504,-42,-16.6471,-0.319501,-0.5,-0.554904,6.99591e+06,238454,0,-51726.7,1.49912e+06,0,-258.633,7495.59,0,4.51908e-15
31.9,-8.04849,-42,-17.442,-0.268283,-0.5,-0.581398,6.99589e+06,239203,0,-51889.3,1.49911e+06,0,-259.446,7495.57,0,4.39636e-15
32,-6.44667,-42,-18.0953,-0.214889,-0.5,-0.603177,6.99586e+06,239953,0,-52051.9,1.49911e+06,0,-260.259,7495.54,0,4.30153e-15
32.1,-4.79256,-42,-18.6019,-0.159752,-0.5,-0.620064,6.99584e+06,240702,0,-52214.5,1.4991e+06,0,-261.072,7495.51,0,4.26335e-15
32.2,-3.09958,-42,-18.9576,-0.103319,-0.5,-0.631922,6.99581e+06,241452,0,-52377.1,1.4991e+06,0,-261.885,7495.48,0,4.76479e-15
32.3,-1.38147,-42,-19.1596,-0.0460489,-0.5,-0.638654,6.99578e+06,242202,0,-52539.7,1.49909e+06,0,-262.698,7495.45,0,4.65915e-15
32.4,0.347853,-42,-19.2062,0.0115951,-0.5,-0.640207,6.99576e+06,242951,0,-52702.3,1.49909e+06,0,-263.511,7495.43,0,4.72469e-15
32.5,2.07435,-42,-19.097,0.069145,-0.5,-0.636568,6.99573e+06,243701,0,-52864.9,1.49908e+06,0,-264.324,7495.4,0,4.60975e-15
32.6,3.78402,-42,-18.833,0.126134,-0.5,-0.627766,6.9957e+06,244450,0,-53027.5,1.49907e+06,0,-265.137,7495.37,0,4.65454e-15
32.7,5.46301,-42,-18.4162,0.1821,-0.5,-0.613872,6.99568e+06,245200,0,-53190.1,1.49907e+06,0,-265.95,7495.34,0,4.82372e-15
32.8,7.09768,-42,-17.85,0.236589,-0.5,-0.595,6.99565e+06,245949,0,-53352.7,1.49906e+06,0,-266.763,7495.31,0,4.92856e-15
32.9,8.6748,-42,-17.1391,0.28916,-0.5,-0.571302,6.99562e+06,246699,0,-53515.3,1.49906e+06,0,-267.576,7495.28,0,5.12449e-15
33,10.1815,-42,-16.2891,0.339385,-0.5,-0.542971,6.9956e+06,247448,0,-53677.9,1.49905e+06,0,-268.389,7495.25,0,5.06465e-15
33.1,11.6057,-42,-15.3071,0.386858,-0.5,-0.510236,6.99557e+06,248198,0,-53840.5,1.49905e+06,0,-269.202,7495.23,0,5.17669e-15
33.2,12.9358,-42,-14.2009,0.431193,-0.5,-0.473363,6.99554e+06,248947,0,-54003,1.49904e+06,0,-270.015,7495.2,0,4.87377e-15
33.3,14.1609,-42,-12.9795,0.47203,-0.5,-0.43265,6.99552e+06,249697,0,-54165.6,1.49903e+06,0,-270.828,7495.17,0,5.24826e-15
