t,Pi_x,Pi_y,Pi_z,omega_x,omega_y,omega_z,e3_R_Pi,SO3_err
0.291,0.271875,-1.13797,0.901509,0.271875,-0.406418,0.450754,0.8,4.28071e-15
0.292,0.270625,-1.13642,0.901707,0.270625,-0.405864,0.450853,0.8,4.23432e-15
0.293,0.269373,-1.13487,0.901904,0.269373,-0.40531,0.450952,0.8,4.28894e-15
0.294,0.268119,-1.13331,0.9021,0.268119,-0.404754,0.45105,0.8,4.15904e-15
0.295,0.266863,-1.13175,0.902295,0.266863,-0.404196,0.451147,0.8,4.15973e-15
0.296,0.265606,-1.13018,0.902488,0.265606,-0.403637,0.451244,0.8,4.01663e-15
0.297,0.264346,-1.12862,0.902681,0.264346,-0.403077,0.45134,0.8,4.12957e-15
0.298,0.263085,-1.12704,0.902872,0.263085,-0.402515,0.451436,0.8,4.35299e-15
0.299,0.261822,-1.12547,0.903062,0.261822,-0.401952,0.451531,0.8,4.16611e-15
0.3,0.260558,-1.12389,0.903251,0.260558,-0.401388,0.451625,0.8,4.22897e-15
0.301,0.259291,-1.1223,0.903438,0.259291,-0.400822,0.451719,0.8,4.07881e-15
0.302,0.258023,-1.12071,0.903625,0.258023,-0.400254,0.451812,0.8,4.12981e-15
0.303,0.256754,-1.11912,0.90381,0.256754,-0.399686,0.451905,0.8,4.01606e-15
0.304,0.255482,-1.11752,0.903994,0.255482,-0.399116,0.451997,0.8,3.81796e-15
0.305,0.254209,-1.11592,0.904177,0.254209,-0.398544,0.452089,0.8,3.96556e-15
0.306,0.252935,-1.11432,0.904359,0.252935,-0.397971,0.45218,0.8,4.07573e-15
0.307,0.251658,-1.11271,0.90454,0.251658,-0.397397,0.45227,0.8,4.21804e-15
0.308,0.25038,-1.1111,0.904719,0.25038,-0.396822,0.45236,0.8,4.40495e-15
0.309,0.249101,-1.10949,0.904897,0.249101,-0.396245,0.452449,0.8,4.38437e-15
0.31,0.247819,-1.10787,0.905074,0.247819,-0.395666,0.452537,0.8,4.3063e-15
0.311,0.246537,-1.10624,0.90525,0.246537,-0.395087,0.452625,0.8,4.06907e-15
0.312,0.245252,-1.10462,0.905425,0.245252,-0.394506,0.452713,0.8,4.23054e-15
0.313,0.243967,-1.10298,0.905599,0.243967,-0.393923,0.452799,0.8,4.26809e-15
0.314,0.242679,-1.10135,0.905771,0.242679,-0.393339,0.452886,0.8,4.14945e-15
0.315,0.241391,-1.09971,0.905942,0.241391,-0.392754,0.452971,0.8,4.39916e-15
0.316,0.2401,-1.09807,0.906112,0.2401,-0.392168,0.453056,0.8,4.46179e-15
0.317,0.238808,-1.09642,0.906281,0.238808,-0.39158,0.453141,0.8,4.50779e-15
0.318,0.237515,-1.09477,0.906449,0.237515,-0.39099,0.453225,0.8,4.55845e-15
0.319,0.23622,-1.09312,0.906616,0.23622,-0.3904,0.453308,0.8,4.4448e-15
0.32,0.234924,-1.09146,0.906781,0.234924,-0.389808,0.453391,0.8,4.26414e-15
0.321,0.233627,-1.0898,0.906945,0.233627,-0.389215,0.453473,0.8,4.71906e-15
0.322,0.232328,-1.08814,0.907108,0.232328,-0.38862,0.453554,0.8,4.63589e-15
0.323,0.231027,-1.08647,0.90727,0.231027,-0.388024,0.453635,0.8,4.37395e-15
0.324,0.229726,-1.08479,0.907431,0.229726,-0.387426,0.453716,0.8,4.62203e-15
0.325,0.228423,-1.08312,0.907591,0.228423,-0.386828,0.453795,0.8,4.64689e-15
0.326,0.227118,-1.08144,0.907749,0.227118,-0.386228,0.453875,0.8,4.48826e-15
0.327,0.225813,-1.07975,0.907907,0.225813,-0.385626,0.453953,0.8,4.55577e-15
0.328,0.224506,-1.07807,0.908063,0.224506,-0.385024,0.454031,0.8,4.53341e-15
0.329,0.223197,-1.07638,0.908218,0.223197,-0.38442,0.454109,0.8,4.50022e-15
0.33,0.221888,-1.07468,0.908372,0.221888,-0.383814,0.454186,0.8,4.54706e-15
0.331,0.220577,-1.07298,0.908524,0.220577,-0.383208,0.454262,0.8,4.7368e-15
0.332,0.219265,-1.07128,0.908676,0.219265,-0.3826,0.454338,0.8,4.83733e-15
0.333,0.217952,-1.06957,0.908826,0.217952,-0.38199,0.454413,0.8,4.65091e-15
0.334,0.216637,-1.06786,0.908976,0.216637,-0.38138,0.454488,0.8,4.66958e-15
0.335,0.215322,-1.06615,0.909124,0.215322,-0.380768,0.454562,0.8,4.94511e-15
0.336,0.214005,-1.06443,0.909271,0.214005,-0.380154,0.454635,0.8,4.55361e-15
0.337,0.212687,-1.06271,0.909417,0.212687,-0.37954,0.454708,0.8,4.53739e-15
0.338,0.211368,-1.06099,0.909561,0.211368,-0.378924,0.454781,0.8,4.64676e-15
0.339,0.210048,-1.05926,0.909705,0.210048,-0.378307,0.454852,0.8,4.62391e-15
0.34,0.208726,-1.05753,0.909847,0.208726,-0.377688,0.454924,0.8,4.53755e-15
0.341,0.207404,-1.05579,0.909989,0.207404,-0.377068,0.454994,0.8,4.65117e-15
0.342,0.20608,-1.05405,0.910129,0.20608,-0.376447,0.455064,0.8,4.38912e-15
0.343,0.204756,-1.05231,0.910268,0.204756,-0.375825,0.455134,0.8,4.12934e-15
0.344,0.20343,-1.05056,0.910406,0.20343,-0.375201,0.455203,0.8,4.02722e-15
0.345,0.202103,-1.04881,0.910543,0.202103,-0.374576,0.455271,0.8,3.83437e-15
0.346,0.200776,-1.04706,0.910679,0.200776,-0.37395,0.455339,0.8,3.75273e-15
0.347,0.199447,-1.0453,0.910813,0.199447,-0.373322,0.455407,0.8,3.8438e-15
0.348,0.198117,-1.04354,0.910947,0.198117,-0.372693,0.455473,0.8,3.68163e-15
0.349,0.196787,-1.04178,0.911079,0.196787,-0.372063,0.455539,0.8,3.74227e-15
0.35,0.195455,-1.04001,0.91121,0.195455,-0.371432,0.455605,0.8,3.8452e-15
0.351,0.194123,-1.03824,0.91134,0.194123,-0.370799,0.45567,0.8,3.72116e-15
0.352,0.192789,-1.03646,0.911469,0.192789,-0.370165,0.455735,0.8,3.92749e-15
0.353,0.191455,-1.03468,0.911597,0.191455,-0.369529,0.455799,0.8,3.83686e-15
0.354,0.19012,-1.0329,0.911724,0.19012,-0.368893,0.455862,0.8,3.7496e-15
0.355,0.188783,-1.03111,0.91185,0.188783,-0.368255,0.455925,0.8,4.0536e-15
0.356,0.187446,-1.02932,0.911974,0.187446,-0.367616,0.455987,0.8,4.16616e-15
0.357,0.186109,-1.02753,0.912098,0.186109,-0.366976,0.456049,0.8,4.00261e-15
0.358,0.18477,-1.02574,0.91222,0.18477,-0.366334,0.45611,0.8,3.99107e-15
0.359,0.183431,-1.02393,0.912341,0.183431,-0.365691,0.456171,0.8,3.69207e-15
0.36,0.18209,-1.02213,0.912462,0.18209,-0.365047,0.456231,0.8,3.66804e-15
0.361,0.180749,-1.02032,0.912581,0.180749,-0.364401,0.45629,0.8,3.52368e-15
0.362,0.179408,-1.01851,0.912699,0.179408,-0.363755,0.456349,0.8,3.54746e-15
0.363,0.178065,-1.0167,0.912816,0.178065,-0.363107,0.456408,0.8,3.63635e-15
0.364,0.176722,-1.01488,0.912932,0.176722,-0.362458,0.456466,0.8,3.71135e-15
0.365,0.175378,-1.01306,0.913046,0.175378,-0.361807,0.456523,0.8,3.56917e-15
0.366,0.174033,-1.01124,0.91316,0.174033,-0.361156,0.45658,0.8,3.716e-15
0.367,0.172688,-1.00941,0.913273,0.172688,-0.360503,0.456636,0.8,4.03183e-15
0.368,0.171342,-1.00758,0.913384,0.171342,-0.359849,0.456692,0.8,3.94412e-15
0.369,0.169995,-1.00574,0.913495,0.169995,-0.359193,0.456747,0.8,4.04068e-15
0.37,0.168648,-1.0039,0.913604,0.168648,-0.358537,0.456802,0.8,4.07039e-15
0.371,0.1673,-1.00206,0.913712,0.1673,-0.357879,0.456856,0.8,3.85653e-15
0.372,0.165952,-1.00022,0.913819,0.165952,-0.35722,0.45691,0.8,3.81056e-15
0.373,0.164602,-0.998366,0.913926,0.164602,-0.356559,0.456963,0.8,3.8917e-15
0.374,0.163253,-0.996514,0.914031,0.163253,-0.355898,0.457015,0.8,3.89169e-15
0.375,0.161903,-0.994658,0.914135,0.161903,-0.355235,0.457067,0.8,3.67952e-15
0.376,0.160552,-0.992799,0.914238,0.160552,-0.354571,0.457119,0.8,3.46961e-15
0.377,0.159201,-0.990936,0.91434,0.159201,-0.353906,0.45717,0.8,3.47656e-15
0.378,0.157849,-0.989071,0.914441,0.157849,-0.353239,0.45722,0.8,3.40885e-15
0.379,0.156497,-0.987201,0.91454,0.156497,-0.352572,0.45727,0.8,3.53236e-15
0.38,0.155144,-0.985328,0.914639,0.155144,-0.351903,0.45732,0.8,3.66111e-15
0.381,0.153791,-0.983452,0.914737,0.153791,-0.351233,0.457368,0.8,3.77339e-15
0.382,0.152437,-0.981573,0.914834,0.152437,-0.350562,0.457417,0.8,3.87041e-15
0.383,0.151083,-0.97969,0.914929,0.151083,-0.349889,0.457465,0.8,3.90773e-15
0.384,0.149728,-0.977804,0.915024,0.149728,-0.349216,0.457512,0.8,4.11753e-15
0.385,0.148374,-0.975914,0.915118,0.148374,-0.348541,0.457559,0.8,3.91079e-15
0.386,0.147018,-0.974021,0.91521,0.147018,-0.347865,0.457605,0.8,4.15597e-15
0.387,0.145663,-0.972125,0.915302,0.145663,-0.347187,0.457651,0.8,4.03383e-15
0.388,0.144307,-0.970225,0.915392,0.144307,-0.346509,0.457696,0.8,4.03728e-15
0.389,0.14295,-0.968322,0.915482,0.14295,-0.345829,0.457741,0.8,4.18103e-15
0.39,0.141594,-0.966416,0.91557,0.141594,-0.345149,0.457785,0.8,3.97753e-15
0.391,0.140237,-0.964507,0.915658,0.140237,-0.344467,0.457829,0.8,3.99561e-15
0.392,0.13888,-0.962594,0.915744,0.13888,-0.343783,0.457872,0.8,4.00259e-15
0.393,0.137522,-0.960677,0.91583,0.137522,-0.343099,0.457915,0.8,3.85419e-15
0.394,0.136165,-0.958758,0.915914,0.136165,-0.342414,0.457957,0.8,3.9233e-15
0.395,0.134807,-0.956835,0.915997,0.134807,-0.341727,0.457999,0.8,4.02738e-15
0.396,0.133449,-0.954909,0.91608,0.133449,-0.341039,0.45804,0.8,4.14586e-15
0.397,0.13209,-0.95298,0.916161,0.13209,-0.34035,0.458081,0.8,4.10637e-15
0.398,0.130732,-0.951047,0.916242,0.130732,-0.33966,0.458121,0.8,3.77814e-15
0.399,0.129373,-0.949111,0.916321,0.129373,-0.338968,0.458161,0.8,3.77379e-15
0.4,0.128014,-0.947172,0.9164,0.128014,-0.338276,0.4582,0.8,3.70103e-15
0.401,0.126655,-0.94523,0.916477,0.126655,-0.337582,0.458238,0.8,3.7564e-15
0.402,0.125296,-0.943285,0.916553,0.125296,-0.336887,0.458277,0.8,3.71148e-15
0.403,0.123937,-0.941336,0.916629,0.123937,-0.336191,0.458314,0.8,3.62638e-15
0.404,0.122577,-0.939384,0.916703,0.122577,-0.335494,0.458352,0.8,3.42734e-15
0.405,0.121218,-0.937428,0.916777,0.121218,-0.334796,0.458388,0.8,3.53892e-15
0.406,0.119858,-0.93547,0.91685,0.119858,-0.334096,0.458425,0.8,3.55565e-15
0.407,0.118499,-0.933508,0.916921,0.118499,-0.333396,0.458461,0.8,3.59253e-15
0.408,0.117139,-0.931544,0.916992,0.117139,-0.332694,0.458496,0.8,3.81183e-15
0.409,0.11578,-0.929575,0.917061,0.11578,-0.331991,0.458531,0.8,3.70306e-15
0.41,0.11442,-0.927604,0.91713,0.11442,-0.331287,0.458565,0.8,3.63163e-15
0.411,0.11306,-0.92563,0.917198,0.11306,-0.330582,0.458599,0.8,3.82851e-15
0.412,0.111701,-0.923652,0.917265,0.111701,-0.329876,0.458632,0.8,3.6958e-15
0.413,0.110341,-0.921672,0.917331,0.110341,-0.329168,0.458665,0.8,3.76975e-15
0.414,0.108982,-0.919688,0.917395,0.108982,-0.32846,0.458698,0.8,3.70002e-15
0.415,0.107622,-0.917701,0.917459,0.107622,-0.32775,0.45873,0.8,3.51825e-15
0.416,0.106263,-0.915711,0.917522,0.106263,-0.32704,0.458761,0.8,3.70456e-15
0.417,0.104904,-0.913717,0.917585,0.104904,-0.326328,0.458792,0.8,4.09077e-15
0.418,0.103545,-0.911721,0.917646,0.103545,-0.325615,0.458823,0.8,4.25109e-15
0.419,0.102186,-0.909721,0.917706,0.102186,-0.324901,0.458853,0.8,4.44632e-15
0.42,0.100827,-0.907719,0.917765,0.100827,-0.324185,0.458883,0.8,4.30968e-15
0.421,0.0994689,-0.905713,0.917824,0.0994689,-0.323469,0.458912,0.8,4.31085e-15
0.422,0.0981105,-0.903704,0.917881,0.0981105,-0.322752,0.458941,0.8,4.22743e-15
0.423,0.0967524,-0.901692,0.917938,0.0967524,-0.322033,0.458969,0.8,4.22528e-15
0.424,0.0953944,-0.899677,0.917993,0.0953944,-0.321313,0.458997,0.8,4.28192e-15
0.425,0.0940367,-0.897659,0.918048,0.0940367,-0.320593,0.459024,0.8,4.38543e-15
0.426,0.0926793,-0.895638,0.918102,0.0926793,-0.319871,0.459051,0.8,4.35847e-15
0.427,0.0913221,-0.893614,0.918155,0.0913221,-0.319148,0.459077,0.8,4.65759e-15
0.428,0.0899652,-0.891587,0.918207,0.0899652,-0.318424,0.459103,0.8,4.47681e-15
0.429,0.0886086,-0.889556,0.918258,0.0886086,-0.317699,0.459129,0.8,4.2592e-15
0.43,0.0872523,-0.887523,0.918308,0.0872523,-0.316973,0.459154,0.8,4.03116e-15
0.431,0.0858963,-0.885487,0.918357,0.0858963,-0.316245,0.459179,0.8,4.02888e-15
0.432,0.0845407,-0.883447,0.918406,0.0845407,-0.315517,0.459203,0.8,4.33175e-15
0.433,0.0831854,-0.881405,0.918453,0.0831854,-0.314788,0.459227,0.8,4.22049e-15
0.434,0.0818305,-0.87936,0.9185,0.0818305,-0.314057,0.45925,0.8,4.06679e-15
0.435,0.080476,-0.877311,0.918546,0.080476,-0.313325,0.459273,0.8,3.96125e-15
0.436,0.0791219,-0.87526,0.918591,0.0791219,-0.312593,0.459295,0.8,4.18862e-15
0.437,0.0777682,-0.873206,0.918635,0.0777682,-0.311859,0.459317,0.8,4.31178e-15
0.438,0.076415,-0.871148,0.918678,0.076415,-0.311124,0.459339,0.8,4.23732e-15
0.439,0.0750622,-0.869088,0.918721,0.0750622,-0.310389,0.45936,0.8,4.27389e-15
0.44,0.0737099,-0.867025,0.918762,0.0737099,-0.309652,0.459381,0.8,4.16123e-15
0.441,0.0723581,-0.864958,0.918803,0.0723581,-0.308914,0.459401,0.8,4.22131e-15
0.442,0.0710067,-0.862889,0.918843,0.0710067,-0.308175,0.459421,0.8,4.21035e-15
0.443,0.0696559,-0.860817,0.918881,0.0696559,-0.307435,0.459441,0.8,4.0983e-15
0.444,0.0683056,-0.858742,0.91892,0.0683056,-0.306694,0.45946,0.8,3.8761e-15
0.445,0.0669559,-0.856664,0.918957,0.0669559,-0.305951,0.459478,0.8,4.23868e-15
0.446,0.0656067,-0.854583,0.918993,0.0656067,-0.305208,0.459497,0.8,4.13856e-15
0.447,0.0642581,-0.852499,0.919029,0.0642581,-0.304464,0.459514,0.8,3.95546e-15
0.448,0.06291,-0.850412,0.919064,0.06291,-0.303719,0.459532,0.8,3.92456e-15
0.449,0.0615626,-0.848323,0.919098,0.0615626,-0.302972,0.459549,0.8,3.95116e-15
0.45,0.0602158,-0.84623,0.919131,0.0602158,-0.302225,0.459565,0.8,4.11627e-15
0.451,0.0588697,-0.844135,0.919163,0.0588697,-0.301477,0.459582,0.8,4.17974e-15
0.452,0.0575242,-0.842037,0.919195,0.0575242,-0.300727,0.459597,0.8,4.29679e-15
0.453,0.0561793,-0.839935,0.919226,0.0561793,-0.299977,0.459613,0.8,4.49787e-15
0.454,0.0548352,-0.837831,0.919255,0.0548352,-0.299225,0.459628,0.8,4.28359e-15
0.455,0.0534917,-0.835725,0.919285,0.0534917,-0.298473,0.459642,0.8,4.48737e-15
0.456,0.0521489,-0.833615,0.919313,0.0521489,-0.29772,0.459656,0.8,4.51125e-15
0.457,0.0508069,-0.831502,0.919341,0.0508069,-0.296965,0.45967,0.8,4.56755e-15
0.458,0.0494656,-0.829387,0.919367,0.0494656,-0.29621,0.459684,0.8,4.6023e-15
0.459,0.0481251,-0.827269,0.919393,0.0481251,-0.295453,0.459697,0.8,4.5689e-15
0.46,0.0467854,-0.825148,0.919418,0.0467854,-0.294696,0.459709,0.8,4.56578e-15
0.461,0.0454464,-0.823024,0.919443,0.0454464,-0.293937,0.459721,0.8,4.65302e-15
0.462,0.0441082,-0.820897,0.919467,0.0441082,-0.293178,0.459733,0.8,4.50929e-15
0.463,0.0427709,-0.818768,0.919489,0.0427709,-0.292417,0.459745,0.8,4.39389e-15
0.464,0.0414344,-0.816636,0.919512,0.0414344,-0.291656,0.459756,0.8,4.26426e-15
0.465,0.0400987,-0.814501,0.919533,0.0400987,-0.290893,0.459766,0.8,4.0659e-15
0.466,0.0387639,-0.812363,0.919554,0.0387639,-0.29013,0.459777,0.8,4.08177e-15
0.467,0.03743,-0.810222,0.919573,0.03743,-0.289365,0.459787,0.8,4.42216e-15
0.468,0.036097,-0.808079,0.919593,0.036097,-0.2886,0.459796,0.8,4.3523e-15
0.469,0.0347649,-0.805933,0.919611,0.0347649,-0.287833,0.459805,0.8,4.66414e-15
0.47,0.0334337,-0.803784,0.919629,0.0334337,-0.287066,0.459814,0.8,4.6958e-15
0.471,0.0321034,-0.801633,0.919646,0.0321034,-0.286297,0.459823,0.8,4.68737e-15
0.472,0.0307741,-0.799478,0.919662,0.0307741,-0.285528,0.459831,0.8,4.48173e-15
0.473,0.0294458,-0.797321,0.919677,0.0294458,-0.284758,0.459839,0.8,4.62837e-15
0.474,0.0281184,-0.795162,0.919692,0.0281184,-0.283986,0.459846,0.8,4.6932e-15
0.475,0.026792,-0.792999,0.919706,0.026792,-0.283214,0.459853,0.8,4.66591e-15
0.476,0.0254667,-0.790834,0.919719,0.0254667,-0.282441,0.45986,0.8,4.8169e-15
0.477,0.0241424,-0.788667,0.919732,0.0241424,-0.281667,0.459866,0.8,4.79577e-15
0.478,0.0228191,-0.786496,0.919744,0.0228191,-0.280891,0.459872,0.8,5.13923e-15
0.479,0.0214969,-0.784323,0.919755,0.0214969,-0.280115,0.459877,0.8,5.10989e-15
0.48,0.0201757,-0.782147,0.919765,0.0201757,-0.279338,0.459883,0.8,5.14753e-15
0.481,0.0188557,-0.779969,0.919775,0.0188557,-0.27856,0.459888,0.8,5.11319e-15
0.482,0.0175367,-0.777788,0.919784,0.0175367,-0.277781,0.459892,0.8,5.26263e-15
0.483,0.0162189,-0.775604,0.919793,0.0162189,-0.277001,0.459896,0.8,5.14217e-15
0.484,0.0149022,-0.773418,0.9198,0.0149022,-0.276221,0.4599,0.8,5.09827e-15
0.485,0.0135866,-0.771229,0.919808,0.0135866,-0.275439,0.459904,0.8,4.99693e-15
0.486,0.0122722,-0.769037,0.919814,0.0122722,-0.274656,0.459907,0.8,5.10832e-15
0.487,0.010959,-0.766843,0.91982,0.010959,-0.273872,0.45991,0.8,4.85109e-15
0.488,0.00964693,-0.764646,0.919825,0.00964693,-0.273088,0.459912,0.8,4.90395e-15
0.489,0.00833609,-0.762446,0.919829,0.00833609,-0.272302,0.459915,0.8,4.89606e-15
0.49,0.00702647,-0.760244,0.919833,0.00702647,-0.271516,0.459916,0.8,5.1204e-15
0.491,0.00571808,-0.75804,0.919836,0.00571808,-0.270729,0.459918,0.8,4.71355e-15
0.492,0.00441094,-0.755833,0.919838,0.00441094,-0.26994,0.459919,0.8,4.7358e-15
0.493,0.00310507,-0.753623,0.91984,0.00310507,-0.269151,0.45992,0.8,4.4744e-15
0.494,0.00180047,-0.751411,0.919841,0.00180047,-0.268361,0.459921,0.8,4.42784e-15
0.495,0.000497156,-0.749196,0.919842,0.000497156,-0.26757,0.459921,0.8,4.57188e-15
0.496,-0.000804849,-0.746978,0.919842,-0.000804849,-0.266778,0.459921,0.8,4.57986e-15
0.497,-0.00210553,-0.744758,0.919841,-0.00210553,-0.265985,0.459921,0.8,4.50932e-15
0.498,-0.00340488,-0.742536,0.91984,-0.00340488,-0.265191,0.45992,0.8,4.56801e-15
0.499,-0.00470289,-0.740311,0.919838,-0.00470289,-0.264397,0.459919,0.8,4.58023e-15
0.5,-0.00599952,-0.738083,0.919835,-0.00599952,-0.263601,0.459918,0.8,4.73279e-15
0.501,-0.00729478,-0.735853,0.919832,-0.00729478,-0.262805,0.459916,0.8,4.56126e-15
0.502,-0.00858865,-0.733621,0.919829,-0.00858865,-0.262007,0.459914,0.8,4.62998e-15
0.503,-0.00988112,-0.731386,0.919824,-0.00988112,-0.261209,0.459912,0.8,4.5848e-15
0.504,-0.0111722,-0.729148,0.919819,-0.0111722,-0.26041,0.45991,0.8,4.51522e-15
0.505,-0.0124618,-0.726908,0.919814,-0.0124618,-0.25961,0.459907,0.8,4.42831e-15
0.506,-0.0137499,-0.724666,0.919808,-0.0137499,-0.258809,0.459904,0.8,4.60212e-15
0.507,-0.0150366,-0.722421,0.919801,-0.0150366,-0.258008,0.4599,0.8,4.41122e-15
0.508,-0.0163218,-0.720174,0.919794,-0.0163218,-0.257205,0.459897,0.8,4.70415e-15
0.509,-0.0176056,-0.717924,0.919786,-0.0176056,-0.256401,0.459893,0.8,4.81662e-15
0.51,-0.0188878,-0.715672,0.919777,-0.0188878,-0.255597,0.459889,0.8,4.7749e-15
0.511,-0.0201685,-0.713417,0.919768,-0.0201685,-0.254792,0.459884,0.8,4.90189e-15
0.512,-0.0214477,-0.71116,0.919759,-0.0214477,-0.253986,0.459879,0.8,4.70883e-15
0.513,-0.0227253,-0.708901,0.919749,-0.0227253,-0.253179,0.459874,0.8,5.18764e-15
0.514,-0.0240013,-0.706639,0.919738,-0.0240013,-0.252371,0.459869,0.8,5.08088e-15
0.515,-0.0252758,-0.704375,0.919727,-0.0252758,-0.251562,0.459864,0.8,4.97813e-15
0.516,-0.0265487,-0.702108,0.919715,-0.0265487,-0.250753,0.459858,0.8,4.97007e-15
0.517,-0.02782,-0.699839,0.919703,-0.02782,-0.249942,0.459852,0.8,4.9927e-15
0.518,-0.0290896,-0.697567,0.91969,-0.0290896,-0.249131,0.459845,0.8,5.12273e-15
0.519,-0.0303577,-0.695294,0.919677,-0.0303577,-0.248319,0.459838,0.8,4.95366e-15
0.52,-0.0316241,-0.693018,0.919663,-0.0316241,-0.247506,0.459832,0.8,5.03288e-15
0.521,-0.0328888,-0.690739,0.919649,-0.0328888,-0.246693,0.459824,0.8,4.80532e-15
0.522,-0.0341519,-0.688458,0.919634,-0.0341519,-0.245878,0.459817,0.8,5.07142e-15
0.523,-0.0354132,-0.686175,0.919619,-0.0354132,-0.245063,0.459809,0.8,5.34008e-15
0.524,-0.0366729,-0.68389,0.919603,-0.0366729,-0.244246,0.459801,0.8,5.27864e-15
0.525,-0.0379308,-0.681602,0.919586,-0.0379308,-0.243429,0.459793,0.8,5.22566e-15
0.526,-0.0391871,-0.679312,0.919569,-0.0391871,-0.242611,0.459785,0.8,4.98993e-15
0.527,-0.0404415,-0.677019,0.919552,-0.0404415,-0.241793,0.459776,0.8,5.16052e-15
0.528,-0.0416943,-0.674725,0.919534,-0.0416943,-0.240973,0.459767,0.8,5.17923e-15
0.529,-0.0429452,-0.672428,0.919516,-0.0429452,-0.240153,0.459758,0.8,5.10292e-15
0.53,-0.0441944,-0.670128,0.919497,-0.0441944,-0.239332,0.459749,0.8,5.16078e-15
0.531,-0.0454417,-0.667827,0.919478,-0.0454417,-0.23851,0.459739,0.8,5.40204e-15
0.532,-0.0466873,-0.665523,0.919458,-0.0466873,-0.237687,0.459729,0.8,5.34873e-15
0.533,-0.047931,-0.663217,0.919438,-0.047931,-0.236863,0.459719,0.8,5.11554e-15
0.534,-0.0491729,-0.660908,0.919417,-0.0491729,-0.236039,0.459709,0.8,5.11102e-15
0.535,-0.050413,-0.658598,0.919396,-0.050413,-0.235214,0.459698,0.8,5.21004e-15
0.536,-0.0516512,-0.656285,0.919375,-0.0516512,-0.234388,0.459687,0.8,5.18812e-15
0.537,-0.0528874,-0.65397,0.919353,-0.0528874,-0.233561,0.459676,0.8,5.4251e-15
0.538,-0.0541219,-0.651653,0.91933,-0.0541219,-0.232733,0.459665,0.8,5.1966e-15
0.539,-0.0553544,-0.649333,0.919307,-0.0553544,-0.231905,0.459654,0.8,4.98093e-15
0.54,-0.0565849,-0.647012,0.919284,-0.0565849,-0.231076,0.459642,0.8,4.89939e-15
0.541,-0.0578136,-0.644688,0.91926,-0.0578136,-0.230246,0.45963,0.8,4.73593e-15
0.542,-0.0590403,-0.642362,0.919236,-0.0590403,-0.229415,0.459618,0.8,4.72077e-15
0.543,-0.060265,-0.640034,0.919211,-0.060265,-0.228583,0.459606,0.8,4.82941e-15
0.544,-0.0614878,-0.637703,0.919186,-0.0614878,-0.227751,0.459593,0.8,4.89e-15
0.545,-0.0627086,-0.635371,0.919161,-0.0627086,-0.226918,0.45958,0.8,4.86531e-15
0.546,-0.0639273,-0.633036,0.919135,-0.0639273,-0.226084,0.459568,0.8,5.00594e-15
0.547,-0.0651441,-0.630699,0.919109,-0.0651441,-0.22525,0.459554,0.8,5.16466e-15
0.548,-0.0663589,-0.62836,0.919082,-0.0663589,-0.224414,0.459541,0.8,5.11151e-15
0.549,-0.0675716,-0.626019,0.919055,-0.0675716,-0.223578,0.459528,0.8,5.10289e-15
0.55,-0.0687822,-0.623676,0.919028,-0.0687822,-0.222741,0.459514,0.8,5.10239e-15
0.551,-0.0699908,-0.621331,0.919,-0.0699908,-0.221904,0.4595,0.8,5.0141e-15
0.552,-0.0711973,-0.618983,0.918972,-0.0711973,-0.221066,0.459486,0.8,5.16075e-15
0.553,-0.0724017,-0.616634,0.918944,-0.0724017,-0.220226,0.459472,0.8,5.20804e-15
0.554,-0.073604,-0.614282,0.918915,-0.073604,-0.219387,0.459457,0.8,5.56113e-15
0.555,-0.0748042,-0.611929,0.918885,-0.0748042,-0.218546,0.459443,0.8,5.52643e-15
0.556,-0.0760023,-0.609573,0.918856,-0.0760023,-0.217705,0.459428,0.8,5.27018e-15
0.557,-0.0771982,-0.607215,0.918826,-0.0771982,-0.216863,0.459413,0.8,5.29779e-15
0.558,-0.0783919,-0.604855,0.918796,-0.0783919,-0.21602,0.459398,0.8,5.35049e-15
0.559,-0.0795835,-0.602493,0.918765,-0.0795835,-0.215176,0.459382,0.8,5.40969e-15
0.56,-0.0807729,-0.600129,0.918734,-0.0807729,-0.214332,0.459367,0.8,5.5896e-15
0.561,-0.0819602,-0.597763,0.918703,-0.0819602,-0.213487,0.459351,0.8,5.59459e-15
0.562,-0.0831452,-0.595395,0.918671,-0.0831452,-0.212641,0.459335,0.8,5.57218e-15
0.563,-0.0843279,-0.593025,0.918639,-0.0843279,-0.211795,0.459319,0.8,5.536e-15
0.564,-0.0855085,-0.590653,0.918607,-0.0855085,-0.210948,0.459303,0.8,5.59876e-15
0.565,-0.0866868,-0.588279,0.918574,-0.0866868,-0.2101,0.459287,0.8,5.60753e-15
0.566,-0.0878628,-0.585903,0.918541,-0.0878628,-0.209251,0.459271,0.8,5.47813e-15
0.567,-0.0890366,-0.583525,0.918508,-0.0890366,-0.208402,0.459254,0.8,5.5076e-15
0.568,-0.0902081,-0.581145,0.918474,-0.0902081,-0.207552,0.459237,0.8,5.48694e-15
0.569,-0.0913773,-0.578763,0.91844,-0.0913773,-0.206701,0.45922,0.8,5.63355e-15
0.57,-0.0925442,-0.576379,0.918406,-0.0925442,-0.20585,0.459203,0.8,5.74622e-15
0.571,-0.0937087,-0.573993,0.918372,-0.0937087,-0.204998,0.459186,0.8,5.75462e-15
