t,Pi_x,Pi_y,Pi_z,omega_x,omega_y,omega_z,e3_R_Pi,SO3_err
22.287,-0.594648,0.704752,0.618105,-0.594648,0.251697,0.309053,0.8,4.65248e-14
22.288,-0.595671,0.702512,0.618374,-0.595671,0.250897,0.309187,0.8,4.66882e-14
22.289,-0.596689,0.70027,0.618643,-0.596689,0.250096,0.309322,0.8,4.66958e-14
22.29,-0.597702,0.698025,0.618912,-0.597702,0.249295,0.309456,0.8,4.66677e-14
22.291,-0.59871,0.695778,0.61918,-0.59871,0.248492,0.30959,0.8,4.65123e-14
22.292,-0.599712,0.693528,0.619447,-0.599712,0.247688,0.309724,0.8,4.64636e-14
22.293,-0.60071,0.691276,0.619714,-0.60071,0.246884,0.309857,0.8,4.64154e-14
22.294,-0.601703,0.689021,0.619981,-0.601703,0.246079,0.309991,0.8,4.64681e-14
22.295,-0.602691,0.686764,0.620247,-0.602691,0.245273,0.310124,0.8,4.65728e-14
22.296,-0.603674,0.684504,0.620513,-0.603674,0.244466,0.310257,0.8,4.64249e-14
22.297,-0.604651,0.682242,0.620779,-0.604651,0.243658,0.310389,0.8,4.65332e-14
22.298,-0.605624,0.679978,0.621044,-0.605624,0.242849,0.310522,0.8,4.67619e-14
22.299,-0.606591,0.677711,0.621308,-0.606591,0.24204,0.310654,0.8,4.71121e-14
22.3,-0.607554,0.675442,0.621572,-0.607554,0.241229,0.310786,0.8,4.69606e-14
22.301,-0.608511,0.67317,0.621836,-0.608511,0.240418,0.310918,0.8,4.7256e-14
22.302,-0.609463,0.670896,0.622099,-0.609463,0.239606,0.311049,0.8,4.73129e-14
22.303,-0.61041,0.668619,0.622361,-0.61041,0.238793,0.311181,0.8,4.71532e-14
22.304,-0.611352,0.66634,0.622624,-0.611352,0.237979,0.311312,0.8,4.69172e-14
22.305,-0.612289,0.664059,0.622885,-0.612289,0.237164,0.311443,0.8,4.6803e-14
22.306,-0.613221,0.661776,0.623146,-0.613221,0.236348,0.311573,0.8,4.66637e-14
22.307,-0.614148,0.65949,0.623407,-0.614148,0.235532,0.311703,0.8,4.67836e-14
22.308,-0.615069,0.657201,0.623667,-0.615069,0.234715,0.311834,0.8,4.68959e-14
22.309,-0.615986,0.654911,0.623927,-0.615986,0.233897,0.311963,0.8,4.6638e-14
22.31,-0.616897,0.652618,0.624186,-0.616897,0.233078,0.312093,0.8,4.65242e-14
22.311,-0.617803,0.650322,0.624444,-0.617803,0.232258,0.312222,0.8,4.63651e-14
22.312,-0.618704,0.648025,0.624702,-0.618704,0.231437,0.312351,0.8,4.66411e-14
22.313,-0.619599,0.645725,0.62496,-0.619599,0.230616,0.31248,0.8,4.66598e-14
22.314,-0.62049,0.643422,0.625217,-0.62049,0.229794,0.312608,0.8,4.65489e-14
22.315,-0.621375,0.641118,0.625473,-0.621375,0.228971,0.312737,0.8,4.66404e-14
22.316,-0.622255,0.638811,0.625729,-0.622255,0.228147,0.312864,0.8,4.67796e-14
22.317,-0.62313,0.636502,0.625984,-0.62313,0.227322,0.312992,0.8,4.70088e-14
22.318,-0.624,0.63419,0.626239,-0.624,0.226497,0.313119,0.8,4.69218e-14
22.319,-0.624864,0.631877,0.626493,-0.624864,0.22567,0.313246,0.8,4.68395e-14
22.32,-0.625724,0.629561,0.626746,-0.625724,0.224843,0.313373,0.8,4.68509e-14
22.321,-0.626577,0.627242,0.626999,-0.626577,0.224015,0.3135,0.8,4.71656e-14
22.322,-0.627426,0.624922,0.627252,-0.627426,0.223186,0.313626,0.8,4.72931e-14
22.323,-0.62827,0.622599,0.627504,-0.62827,0.222357,0.313752,0.8,4.76163e-14
22.324,-0.629108,0.620274,0.627755,-0.629108,0.221527,0.313877,0.8,4.73684e-14
22.325,-0.629941,0.617947,0.628005,-0.629941,0.220695,0.314003,0.8,4.73695e-14
22.326,-0.630769,0.615618,0.628255,-0.630769,0.219864,0.314128,0.8,4.75308e-14
22.327,-0.631591,0.613287,0.628505,-0.631591,0.219031,0.314252,0.8,4.74286e-14
22.328,-0.632408,0.610953,0.628753,-0.632408,0.218197,0.314377,0.8,4.75766e-14
22.329,-0.63322,0.608617,0.629001,-0.63322,0.217363,0.314501,0.8,4.76953e-14
22.33,-0.634026,0.606279,0.629249,-0.634026,0.216528,0.314624,0.8,4.77357e-14
22.331,-0.634828,0.603939,0.629496,-0.634828,0.215692,0.314748,0.8,4.78552e-14
22.332,-0.635623,0.601596,0.629742,-0.635623,0.214856,0.314871,0.8,4.79859e-14
22.333,-0.636414,0.599252,0.629987,-0.636414,0.214018,0.314994,0.8,4.79663e-14
22.334,-0.637199,0.596905,0.630232,-0.637199,0.21318,0.315116,0.8,4.79192e-14
22.335,-0.637979,0.594556,0.630476,-0.637979,0.212341,0.315238,0.8,4.78049e-14
22.336,-0.638754,0.592205,0.63072,-0.638754,0.211502,0.31536,0.8,4.77704e-14
22.337,-0.639523,0.589852,0.630963,-0.639523,0.210661,0.315481,0.8,4.7924e-14
22.338,-0.640287,0.587497,0.631205,-0.640287,0.20982,0.315602,0.8,4.78511e-14
22.339,-0.641045,0.58514,0.631446,-0.641045,0.208978,0.315723,0.8,4.78944e-14
22.34,-0.641799,0.58278,0.631687,-0.641799,0.208136,0.315843,0.8,4.79021e-14
22.341,-0.642546,0.580419,0.631927,-0.642546,0.207292,0.315964,0.8,4.80507e-14
22.342,-0.643289,0.578055,0.632166,-0.643289,0.206448,0.316083,0.8,4.79136e-14
22.343,-0.644026,0.57569,0.632405,-0.644026,0.205603,0.316203,0.8,4.78324e-14
22.344,-0.644757,0.573322,0.632643,-0.644757,0.204758,0.316322,0.8,4.80828e-14
22.345,-0.645484,0.570952,0.63288,-0.645484,0.203911,0.31644,0.8,4.78223e-14
22.346,-0.646204,0.56858,0.633117,-0.646204,0.203064,0.316558,0.8,4.7937e-14
22.347,-0.64692,0.566207,0.633353,-0.64692,0.202217,0.316676,0.8,4.80543e-14
22.348,-0.64763,0.563831,0.633588,-0.64763,0.201368,0.316794,0.8,4.78966e-14
22.349,-0.648334,0.561453,0.633822,-0.648334,0.200519,0.316911,0.8,4.77917e-14
22.35,-0.649034,0.559073,0.634056,-0.649034,0.199669,0.317028,0.8,4.79201e-14
22.351,-0.649727,0.556691,0.634289,-0.649727,0.198818,0.317144,0.8,4.79157e-14
22.352,-0.650416,0.554307,0.634521,-0.650416,0.197967,0.31726,0.8,4.79628e-14
22.353,-0.651099,0.551921,0.634752,-0.651099,0.197115,0.317376,0.8,4.77942e-14
22.354,-0.651776,0.549534,0.634983,-0.651776,0.196262,0.317492,0.8,4.82283e-14
22.355,-0.652448,0.547144,0.635213,-0.652448,0.195408,0.317606,0.8,4.82047e-14
22.356,-0.653114,0.544752,0.635442,-0.653114,0.194554,0.317721,0.8,4.80508e-14
22.357,-0.653775,0.542358,0.63567,-0.653775,0.193699,0.317835,0.8,4.82206e-14
22.358,-0.654431,0.539963,0.635898,-0.654431,0.192844,0.317949,0.8,4.81781e-14
22.359,-0.655081,0.537565,0.636125,-0.655081,0.191988,0.318062,0.8,4.81485e-14
22.36,-0.655726,0.535165,0.636351,-0.655726,0.191131,0.318175,0.8,4.83147e-14
22.361,-0.656365,0.532764,0.636576,-0.656365,0.190273,0.318288,0.8,4.82586e-14
22.362,-0.656999,0.530361,0.6368,-0.656999,0.189415,0.3184,0.8,4.85506e-14
22.363,-0.657627,0.527955,0.637024,-0.657627,0.188556,0.318512,0.8,4.84323e-14
22.364,-0.658249,0.525548,0.637247,-0.658249,0.187696,0.318623,0.8,4.86461e-14
22.365,-0.658867,0.523139,0.637469,-0.658867,0.186835,0.318734,0.8,4.84721e-14
22.366,-0.659478,0.520728,0.63769,-0.659478,0.185974,0.318845,0.8,4.86951e-14
22.367,-0.660084,0.518316,0.63791,-0.660084,0.185113,0.318955,0.8,4.85569e-14
22.368,-0.660685,0.515901,0.63813,-0.660685,0.18425,0.319065,0.8,4.87258e-14
22.369,-0.66128,0.513484,0.638348,-0.66128,0.183387,0.319174,0.8,4.83347e-14
22.37,-0.66187,0.511066,0.638566,-0.66187,0.182524,0.319283,0.8,4.84452e-14
22.371,-0.662454,0.508646,0.638783,-0.662454,0.181659,0.319392,0.8,4.86859e-14
22.372,-0.663032,0.506224,0.638999,-0.663032,0.180794,0.3195,0.8,4.87003e-14
22.373,-0.663605,0.5038,0.639215,-0.663605,0.179929,0.319607,0.8,4.89851e-14
22.374,-0.664173,0.501375,0.639429,-0.664173,0.179062,0.319715,0.8,4.90198e-14
22.375,-0.664734,0.498947,0.639643,-0.664734,0.178195,0.319821,0.8,4.91875e-14
22.376,-0.665291,0.496518,0.639856,-0.665291,0.177328,0.319928,0.8,4.9394e-14
22.377,-0.665841,0.494087,0.640068,-0.665841,0.17646,0.320034,0.8,4.9157e-14
22.378,-0.666387,0.491654,0.640279,-0.666387,0.175591,0.320139,0.8,4.90339e-14
22.379,-0.666926,0.48922,0.640489,-0.666926,0.174721,0.320244,0.8,4.88703e-14
22.38,-0.66746,0.486783,0.640698,-0.66746,0.173851,0.320349,0.8,4.8892e-14
22.381,-0.667989,0.484345,0.640907,-0.667989,0.172981,0.320453,0.8,4.91171e-14
22.382,-0.668512,0.481906,0.641114,-0.668512,0.172109,0.320557,0.8,4.89812e-14
22.383,-0.669029,0.479464,0.641321,-0.669029,0.171237,0.32066,0.8,4.8868e-14
22.384,-0.669541,0.477021,0.641527,-0.669541,0.170365,0.320763,0.8,4.87042e-14
22.385,-0.670047,0.474576,0.641731,-0.670047,0.169491,0.320866,0.8,4.86982e-14
22.386,-0.670547,0.472129,0.641935,-0.670547,0.168618,0.320968,0.8,4.90435e-14
22.387,-0.671042,0.469681,0.642139,-0.671042,0.167743,0.321069,0.8,4.88178e-14
22.388,-0.671532,0.467231,0.642341,-0.671532,0.166868,0.32117,0.8,4.88897e-14
22.389,-0.672015,0.464779,0.642542,-0.672015,0.165993,0.321271,0.8,4.88959e-14
22.39,-0.672493,0.462326,0.642742,-0.672493,0.165116,0.321371,0.8,4.86525e-14
22.391,-0.672966,0.459871,0.642942,-0.672966,0.16424,0.321471,0.8,4.85223e-14
22.392,-0.673433,0.457414,0.64314,-0.673433,0.163362,0.32157,0.8,4.83551e-14
22.393,-0.673894,0.454956,0.643338,-0.673894,0.162484,0.321669,0.8,4.82519e-14
22.394,-0.67435,0.452496,0.643534,-0.67435,0.161606,0.321767,0.8,4.81982e-14
22.395,-0.6748,0.450034,0.64373,-0.6748,0.160727,0.321865,0.8,4.82737e-14
22.396,-0.675244,0.447571,0.643925,-0.675244,0.159847,0.321962,0.8,4.82104e-14
22.397,-0.675683,0.445106,0.644119,-0.675683,0.158967,0.322059,0.8,4.80438e-14
22.398,-0.676116,0.44264,0.644311,-0.676116,0.158086,0.322156,0.8,4.80146e-14
22.399,-0.676544,0.440172,0.644503,-0.676544,0.157204,0.322252,0.8,4.82214e-14
22.4,-0.676965,0.437702,0.644694,-0.676965,0.156322,0.322347,0.8,4.82619e-14
22.401,-0.677382,0.435231,0.644884,-0.677382,0.15544,0.322442,0.8,4.81025e-14
22.402,-0.677792,0.432759,0.645073,-0.677792,0.154557,0.322537,0.8,4.80014e-14
22.403,-0.678197,0.430284,0.645261,-0.678197,0.153673,0.322631,0.8,4.80089e-14
22.404,-0.678596,0.427809,0.645449,-0.678596,0.152789,0.322724,0.8,4.80239e-14
22.405,-0.67899,0.425331,0.645635,-0.67899,0.151904,0.322817,0.8,4.77874e-14
22.406,-0.679378,0.422852,0.64582,-0.679378,0.151019,0.32291,0.8,4.79531e-14
22.407,-0.67976,0.420372,0.646004,-0.67976,0.150133,0.323002,0.8,4.77482e-14
22.408,-0.680136,0.41789,0.646187,-0.680136,0.149246,0.323094,0.8,4.7943e-14
22.409,-0.680507,0.415407,0.64637,-0.680507,0.14836,0.323185,0.8,4.81932e-14
22.41,-0.680873,0.412922,0.646551,-0.680873,0.147472,0.323275,0.8,4.80334e-14
22.411,-0.681232,0.410435,0.646731,-0.681232,0.146584,0.323366,0.8,4.82616e-14
22.412,-0.681586,0.407947,0.64691,-0.681586,0.145696,0.323455,0.8,4.80416e-14
22.413,-0.681934,0.405458,0.647088,-0.681934,0.144806,0.323544,0.8,4.8153e-14
22.414,-0.682277,0.402967,0.647266,-0.682277,0.143917,0.323633,0.8,4.81958e-14
22.415,-0.682614,0.400475,0.647442,-0.682614,0.143027,0.323721,0.8,4.84161e-14
22.416,-0.682945,0.397981,0.647617,-0.682945,0.142136,0.323809,0.8,4.81934e-14
22.417,-0.68327,0.395486,0.647791,-0.68327,0.141245,0.323896,0.8,4.83075e-14
22.418,-0.68359,0.39299,0.647965,-0.68359,0.140354,0.323982,0.8,4.81504e-14
22.419,-0.683904,0.390492,0.648137,-0.683904,0.139461,0.324068,0.8,4.78575e-14
22.42,-0.684212,0.387993,0.648308,-0.684212,0.138569,0.324154,0.8,4.7826e-14
22.421,-0.684515,0.385492,0.648478,-0.684515,0.137676,0.324239,0.8,4.76785e-14
22.422,-0.684812,0.38299,0.648647,-0.684812,0.136782,0.324324,0.8,4.78641e-14
22.423,-0.685103,0.380486,0.648815,-0.685103,0.135888,0.324408,0.8,4.77456e-14
22.424,-0.685389,0.377981,0.648982,-0.685389,0.134993,0.324491,0.8,4.76814e-14
22.425,-0.685669,0.375475,0.649148,-0.685669,0.134098,0.324574,0.8,4.77439e-14
22.426,-0.685943,0.372967,0.649313,-0.685943,0.133203,0.324657,0.8,4.76416e-14
22.427,-0.686211,0.370459,0.649477,-0.686211,0.132307,0.324739,0.8,4.73936e-14
22.428,-0.686474,0.367948,0.64964,-0.686474,0.13141,0.32482,0.8,4.74009e-14
22.429,-0.686731,0.365437,0.649802,-0.686731,0.130513,0.324901,0.8,4.75309e-14
22.43,-0.686982,0.362924,0.649963,-0.686982,0.129616,0.324981,0.8,4.73894e-14
22.431,-0.687228,0.36041,0.650123,-0.687228,0.128718,0.325061,0.8,4.73878e-14
22.432,-0.687468,0.357894,0.650281,-0.687468,0.127819,0.325141,0.8,4.75026e-14
22.433,-0.687702,0.355377,0.650439,-0.687702,0.12692,0.32522,0.8,4.75098e-14
22.434,-0.687931,0.352859,0.650596,-0.687931,0.126021,0.325298,0.8,4.74681e-14
22.435,-0.688153,0.35034,0.650751,-0.688153,0.125121,0.325376,0.8,4.7244e-14
22.436,-0.68837,0.347819,0.650906,-0.68837,0.124221,0.325453,0.8,4.73112e-14
22.437,-0.688582,0.345298,0.651059,-0.688582,0.123321,0.325529,0.8,4.71527e-14
22.438,-0.688787,0.342774,0.651211,-0.688787,0.122419,0.325606,0.8,4.71341e-14
22.439,-0.688987,0.34025,0.651363,-0.688987,0.121518,0.325681,0.8,4.71164e-14
22.44,-0.689181,0.337725,0.651513,-0.689181,0.120616,0.325756,0.8,4.72628e-14
22.441,-0.689369,0.335198,0.651662,-0.689369,0.119714,0.325831,0.8,4.75106e-14
22.442,-0.689552,0.33267,0.65181,-0.689552,0.118811,0.325905,0.8,4.75551e-14
22.443,-0.689729,0.330141,0.651957,-0.689729,0.117907,0.325978,0.8,4.77325e-14
22.444,-0.6899,0.32761,0.652103,-0.6899,0.117004,0.326051,0.8,4.75858e-14
22.445,-0.690066,0.325079,0.652247,-0.690066,0.1161,0.326124,0.8,4.73145e-14
22.446,-0.690225,0.322546,0.652391,-0.690225,0.115195,0.326195,0.8,4.73584e-14
22.447,-0.690379,0.320012,0.652534,-0.690379,0.11429,0.326267,0.8,4.73241e-14
22.448,-0.690528,0.317477,0.652675,-0.690528,0.113385,0.326338,0.8,4.72999e-14
22.449,-0.69067,0.314941,0.652815,-0.69067,0.112479,0.326408,0.8,4.74706e-14
22.45,-0.690807,0.312404,0.652955,-0.690807,0.111573,0.326477,0.8,4.71178e-14
22.451,-0.690938,0.309865,0.653093,-0.690938,0.110666,0.326546,0.8,4.74112e-14
22.452,-0.691063,0.307326,0.65323,-0.691063,0.109759,0.326615,0.8,4.75766e-14
22.453,-0.691183,0.304785,0.653366,-0.691183,0.108852,0.326683,0.8,4.76936e-14
22.454,-0.691297,0.302244,0.653501,-0.691297,0.107944,0.32675,0.8,4.75947e-14
22.455,-0.691405,0.299701,0.653635,-0.691405,0.107036,0.326817,0.8,4.76079e-14
22.456,-0.691507,0.297157,0.653767,-0.691507,0.106127,0.326884,0.8,4.76042e-14
22.457,-0.691604,0.294612,0.653899,-0.691604,0.105219,0.326949,0.8,4.7381e-14
22.458,-0.691695,0.292066,0.654029,-0.691695,0.104309,0.327015,0.8,4.75693e-14
22.459,-0.69178,0.289519,0.654159,-0.69178,0.1034,0.327079,0.8,4.74547e-14
22.46,-0.69186,0.286971,0.654287,-0.69186,0.10249,0.327143,0.8,4.74576e-14
22.461,-0.691933,0.284422,0.654414,-0.691933,0.101579,0.327207,0.8,4.75877e-14
22.462,-0.692001,0.281872,0.65454,-0.692001,0.100668,0.32727,0.8,4.75899e-14
22.463,-0.692063,0.27932,0.654665,-0.692063,0.0997573,0.327332,0.8,4.76365e-14
22.464,-0.69212,0.276768,0.654788,-0.69212,0.0988458,0.327394,0.8,4.76329e-14
22.465,-0.692171,0.274215,0.654911,-0.692171,0.0979339,0.327455,0.8,4.77049e-14
22.466,-0.692216,0.271661,0.655032,-0.692216,0.0970217,0.327516,0.8,4.80185e-14
22.467,-0.692255,0.269106,0.655153,-0.692255,0.0961092,0.327576,0.8,4.80028e-14
22.468,-0.692289,0.26655,0.655272,-0.692289,0.0951963,0.327636,0.8,4.79702e-14
22.469,-0.692316,0.263993,0.65539,-0.692316,0.094283,0.327695,0.8,4.78955e-14
22.47,-0.692339,0.261435,0.655507,-0.692339,0.0933695,0.327753,0.8,4.78975e-14
22.471,-0.692355,0.258876,0.655623,-0.692355,0.0924556,0.327811,0.8,4.80873e-14
22.472,-0.692365,0.256316,0.655737,-0.692365,0.0915413,0.327869,0.8,4.79204e-14
22.473,-0.69237,0.253755,0.655851,-0.69237,0.0906267,0.327925,0.8,4.78889e-14
22.474,-0.69237,0.251193,0.655963,-0.69237,0.0897118,0.327982,0.8,4.78794e-14
22.475,-0.692363,0.248631,0.656074,-0.692363,0.0887966,0.328037,0.8,4.8011e-14
22.476,-0.692351,0.246067,0.656184,-0.692351,0.0878811,0.328092,0.8,4.79012e-14
22.477,-0.692333,0.243503,0.656293,-0.692333,0.0869652,0.328147,0.8,4.77833e-14
22.478,-0.692309,0.240937,0.656401,-0.692309,0.0860491,0.328201,0.8,4.79127e-14
22.479,-0.692279,0.238371,0.656508,-0.692279,0.0851326,0.328254,0.8,4.78468e-14
22.48,-0.692244,0.235804,0.656613,-0.692244,0.0842158,0.328307,0.8,4.77193e-14
22.481,-0.692203,0.233236,0.656718,-0.692203,0.0832987,0.328359,0.8,4.77502e-14
22.482,-0.692157,0.230668,0.656821,-0.692157,0.0823813,0.32841,0.8,4.80237e-14
22.483,-0.692104,0.228098,0.656923,-0.692104,0.0814636,0.328462,0.8,4.78333e-14
22.484,-0.692046,0.225528,0.657024,-0.692046,0.0805457,0.328512,0.8,4.78029e-14
22.485,-0.691982,0.222957,0.657124,-0.691982,0.0796274,0.328562,0.8,4.78772e-14
22.486,-0.691913,0.220385,0.657222,-0.691913,0.0787088,0.328611,0.8,4.79839e-14
22.487,-0.691838,0.217812,0.65732,-0.691838,0.07779,0.32866,0.8,4.79306e-14
22.488,-0.691757,0.215238,0.657416,-0.691757,0.0768709,0.328708,0.8,4.78866e-14
22.489,-0.69167,0.212664,0.657511,-0.69167,0.0759515,0.328756,0.8,4.78938e-14
22.49,-0.691577,0.210089,0.657605,-0.691577,0.0750318,0.328803,0.8,4.76212e-14
22.491,-0.691479,0.207513,0.657698,-0.691479,0.0741119,0.328849,0.8,4.80584e-14
22.492,-0.691376,0.204937,0.65779,-0.691376,0.0731917,0.328895,0.8,4.79177e-14
22.493,-0.691266,0.202359,0.65788,-0.691266,0.0722712,0.32894,0.8,4.80096e-14
22.494,-0.691151,0.199781,0.65797,-0.691151,0.0713505,0.328985,0.8,4.78406e-14
22.495,-0.69103,0.197203,0.658058,-0.69103,0.0704295,0.329029,0.8,4.77802e-14
22.496,-0.690903,0.194623,0.658145,-0.690903,0.0695083,0.329072,0.8,4.77805e-14
22.497,-0.690771,0.192043,0.658231,-0.690771,0.0685868,0.329115,0.8,4.78189e-14
22.498,-0.690633,0.189462,0.658315,-0.690633,0.0676651,0.329158,0.8,4.79581e-14
22.499,-0.690489,0.186881,0.658399,-0.690489,0.0667431,0.329199,0.8,4.78405e-14
22.5,-0.69034,0.184299,0.658481,-0.69034,0.0658209,0.329241,0.8,4.79973e-14
22.501,-0.690185,0.181716,0.658562,-0.690185,0.0648985,0.329281,0.8,4.77097e-14
22.502,-0.690024,0.179132,0.658642,-0.690024,0.0639758,0.329321,0.8,4.79903e-14
22.503,-0.689857,0.176548,0.658721,-0.689857,0.0630529,0.329361,0.8,4.79901e-14
22.504,-0.689685,0.173963,0.658799,-0.689685,0.0621297,0.3294,0.8,4.77897e-14
22.505,-0.689507,0.171378,0.658876,-0.689507,0.0612064,0.329438,0.8,4.75614e-14
22.506,-0.689324,0.168792,0.658951,-0.689324,0.0602828,0.329475,0.8,4.76131e-14
22.507,-0.689134,0.166205,0.659025,-0.689134,0.059359,0.329513,0.8,4.76204e-14
22.508,-0.688939,0.163618,0.659098,-0.688939,0.058435,0.329549,0.8,4.77797e-14
22.509,-0.688739,0.16103,0.65917,-0.688739,0.0575108,0.329585,0.8,4.76879e-14
22.51,-0.688533,0.158442,0.659241,-0.688533,0.0565863,0.32962,0.8,4.76318e-14
22.511,-0.688321,0.155853,0.65931,-0.688321,0.0556617,0.329655,0.8,4.78403e-14
22.512,-0.688103,0.153263,0.659379,-0.688103,0.0547369,0.329689,0.8,4.77628e-14
22.513,-0.68788,0.150673,0.659446,-0.68788,0.0538118,0.329723,0.8,4.78627e-14
22.514,-0.687651,0.148083,0.659512,-0.687651,0.0528866,0.329756,0.8,4.79744e-14
22.515,-0.687416,0.145491,0.659577,-0.687416,0.0519612,0.329788,0.8,4.79242e-14
22.516,-0.687176,0.1429,0.659641,-0.687176,0.0510356,0.32982,0.8,4.79154e-14
22.517,-0.68693,0.140308,0.659703,-0.68693,0.0501098,0.329852,0.8,4.79109e-14
22.518,-0.686679,0.137715,0.659765,-0.686679,0.0491839,0.329882,0.8,4.80331e-14
22.519,-0.686422,0.135122,0.659825,-0.686422,0.0482577,0.329912,0.8,4.81882e-14
22.52,-0.686159,0.132528,0.659884,-0.686159,0.0473314,0.329942,0.8,4.84095e-14
22.521,-0.68589,0.129934,0.659942,-0.68589,0.046405,0.329971,0.8,4.82349e-14
22.522,-0.685616,0.127339,0.659998,-0.685616,0.0454783,0.329999,0.8,4.84045e-14
22.523,-0.685337,0.124744,0.660054,-0.685337,0.0445515,0.330027,0.8,4.85217e-14
22.524,-0.685051,0.122149,0.660108,-0.685051,0.0436245,0.330054,0.8,4.84406e-14
22.525,-0.68476,0.119553,0.660161,-0.68476,0.0426974,0.330081,0.8,4.826e-14
22.526,-0.684464,0.116956,0.660214,-0.684464,0.0417701,0.330107,0.8,4.85479e-14
22.527,-0.684161,0.11436,0.660264,-0.684161,0.0408427,0.330132,0.8,4.84435e-14
22.528,-0.683854,0.111762,0.660314,-0.683854,0.0399151,0.330157,0.8,4.8651e-14
22.529,-0.68354,0.109165,0.660363,-0.68354,0.0389874,0.330181,0.8,4.83661e-14
22.53,-0.683221,0.106567,0.66041,-0.683221,0.0380595,0.330205,0.8,4.85047e-14
22.531,-0.682896,0.103968,0.660456,-0.682896,0.0371316,0.330228,0.8,4.84196e-14
22.532,-0.682566,0.10137,0.660501,-0.682566,0.0362034,0.330251,0.8,4.85443e-14
22.533,-0.68223,0.0987705,0.660545,-0.68223,0.0352752,0.330273,0.8,4.86074e-14
22.534,-0.681889,0.096171,0.660588,-0.681889,0.0343468,0.330294,0.8,4.84349e-14
22.535,-0.681542,0.0935712,0.66063,-0.681542,0.0334183,0.330315,0.8,4.8434e-14
22.536,-0.681189,0.090971,0.66067,-0.681189,0.0324897,0.330335,0.8,4.85423e-14
22.537,-0.680831,0.0883705,0.660709,-0.680831,0.0315609,0.330355,0.8,4.86533e-14
22.538,-0.680467,0.0857697,0.660747,-0.680467,0.0306321,0.330374,0.8,4.89277e-14
22.539,-0.680098,0.0831686,0.660784,-0.680098,0.0297031,0.330392,0.8,4.86443e-14
22.54,-0.679723,0.0805672,0.66082,-0.679723,0.028774,0.33041,0.8,4.8729e-14
22.541,-0.679342,0.0779655,0.660855,-0.679342,0.0278448,0.330427,0.8,4.86108e-14
22.542,-0.678956,0.0753636,0.660888,-0.678956,0.0269156,0.330444,0.8,4.87586e-14
22.543,-0.678565,0.0727613,0.66092,-0.678565,0.0259862,0.33046,0.8,4.86462e-14
22.544,-0.678167,0.0701588,0.660952,-0.678167,0.0250567,0.330476,0.8,4.86368e-14
22.545,-0.677765,0.0675561,0.660982,-0.677765,0.0241272,0.330491,0.8,4.86692e-14
22.546,-0.677356,0.0649531,0.66101,-0.677356,0.0231975,0.330505,0.8,4.85012e-14
22.547,-0.676943,0.0623499,0.661038,-0.676943,0.0222678,0.330519,0.8,4.84606e-14
22.548,-0.676523,0.0597464,0.661065,-0.676523,0.021338,0.330532,0.8,4.86755e-14
22.549,-0.676098,0.0571427,0.66109,-0.676098,0.0204081,0.330545,0.8,4.89075e-14
22.55,-0.675668,0.0545389,0.661114,-0.675668,0.0194782,0.330557,0.8,4.88364e-14
22.551,-0.675232,0.0519348,0.661138,-0.675232,0.0185481,0.330569,0.8,4.87367e-14
22.552,-0.67479,0.0493306,0.66116,-0.67479,0.0176181,0.33058,0.8,4.90045e-14
22.553,-0.674343,0.0467261,0.66118,-0.674343,0.0166879,0.33059,0.8,4.90286e-14
22.554,-0.673891,0.0441215,0.6612,-0.673891,0.0157577,0.3306,0.8,4.92939e-14
22.555,-0.673433,0.0415168,0.661219,-0.673433,0.0148274,0.330609,0.8,4.91328e-14
22.556,-0.672969,0.0389119,0.661236,-0.672969,0.0138971,0.330618,0.8,4.91206e-14
22.557,-0.6725,0.0363068,0.661252,-0.6725,0.0129667,0.330626,0.8,4.94086e-14
22.558,-0.672026,0.0337017,0.661267,-0.672026,0.0120363,0.330634,0.8,4.91347e-14
22.559,-0.671546,0.0310964,0.661281,-0.671546,0.0111058,0.330641,0.8,4.91975e-14
22.56,-0.671061,0.028491,0.661294,-0.671061,0.0101753,0.330647,0.8,4.94401e-14
22.561,-0.67057,0.0258855,0.661306,-0.67057,0.00924481,0.330653,0.8,4.95435e-14
22.562,-0.670073,0.0232799,0.661317,-0.670073,0.00831424,0.330658,0.8,4.97154e-14
22.563,-0.669571,0.0206742,0.661326,-0.669571,0.00738364,0.330663,0.8,4.94249e-14
22.564,-0.669064,0.0180684,0.661334,-0.669064,0.00645301,0.330667,0.8,4.9333e-14
22.565,-0.668551,0.0154626,0.661342,-0.668551,0.00552237,0.330671,0.8,4.938e-14
22.566,-0.668033,0.0128567,0.661348,-0.668033,0.0045917,0.330674,0.8,4.94201e-14
22.567,-0.667509,0.0102508,0.661353,-0.667509,0.00366101,0.330676,0.8,4.95424e-14
22.568,-0.66698,0.00764487,0.661356,-0.66698,0.00273031,0.330678,0.8,4.95668e-14
22.569,-0.666446,0.00503889,0.661359,-0.666446,0.0017996,0.33068,0.8,4.92456e-14
22.57,-0.665906,0.00243289,0.661361,-0.665906,0.000868888,0.33068,0.8,4.94394e-14
22.571,-0.665361,-0.000173126,0.661361,-0.665361,-6.18305e-05,0.330681,0.8,4.92133e-14
22.572,-0.66481,-0.00277914,0.661361,-0.66481,-0.000992548,0.33068,0.8,4.91793e-14
22.573,-0.664254,-0.00538514,0.661359,-0.664254,-0.00192326,0.330679,0.8,4.91735e-14
